movie	production_budget	domestic_gross	worldwide_gross	mpaa_rating	genre
1178	Radio Flyer	35000000.0	4651977.0	4651977.0	PG-13	Drama
1179	A Hologram for the King	35000000.0	4212494.0	11848058.0	R	Drama
1180	Lion of the Desert	35000000.0	1500000.0	1500000.0	nan	Drama
1181	Le hussard sur le toit	35000000.0	1320043.0	1320043.0	R	Drama
1182	Stolen	35000000.0	289773.0	17967746.0	R	Action
1183	The Lovers	35000000.0	0.0	11106.0	PG-13	Adventure
1184	The Darkest Hour	34800000.0	21443494.0	62831715.0	PG-13	Action
1185	The Longest Ride	34000000.0	37446117.0	63802928.0	PG-13	Drama
1186	The Age of Innocence	34000000.0	32014993.0	32014993.0	PG	Drama
1187	Gake no ue no Ponyo	34000000.0	15090399.0	205312666.0	G	Adventure
1188	Chill Factor	34000000.0	11263966.0	11263966.0	R	Action
1189	I Dreamed of Africa	34000000.0	6543194.0	14291999.0	PG-13	Drama
1190	Reds	33500000.0	50000000.0	50000000.0	PG	Drama
1191	A Few Good Men	33000000.0	141340178.0	236500000.0	R	Drama
1192	Big Momma's House	33000000.0	117559438.0	173559438.0	PG-13	Comedy
1193	Exit Wounds	33000000.0	51758599.0	79958599.0	R	Action
1194	Mike and Dave Need Wedding Dates	33000000.0	46009673.0	75909673.0	R	Comedy
1195	Step Up Revolution	33000000.0	35074677.0	165552290.0	PG-13	Drama
1196	The Punisher	33000000.0	33664370.0	54533774.0	R	Action
1197	Safe	33000000.0	17142080.0	41495213.0	R	Action
1198	Doomsday	33000000.0	11008770.0	21621188.0	R	Action
1199	Pushing Tin	33000000.0	8408835.0	8408835.0	R	Comedy
1200	Goal! The Dream Begins	33000000.0	4283255.0	27610873.0	PG	Drama
1201	Bridesmaids	32500000.0	169211718.0	289632023.0	R	Comedy
1202	The Reader	32500000.0	34194407.0	112964875.0	R	Drama
1203	Wanderlust	32500000.0	17288155.0	24159934.0	R	Comedy
1204	Elf	32000000.0	173398518.0	220236410.0	PG	Adventure
1205	Phenomenon	32000000.0	104636382.0	152036382.0	PG	Drama
1206	This is the End	32000000.0	101470202.0	126539117.0	R	Comedy
1207	Snow Dogs	32000000.0	81150692.0	116898028.0	PG	Adventure
1208	Nacho Libre	32000000.0	80197993.0	99296462.0	PG	Comedy
1209	Scrooged	32000000.0	59450353.0	59450353.0	PG-13	Comedy
1210	Takers	32000000.0	57744720.0	70587268.0	PG-13	Drama
1211	Stigmata	32000000.0	50041732.0	89441732.0	R	Horror
1212	Men of Honor	32000000.0	48814909.0	82339483.0	R	Drama
1213	I Feel Pretty	32000000.0	48795601.0	91569698.0	PG-13	Comedy
1214	The Transporter 2	32000000.0	43095856.0	88978458.0	PG-13	Action
1215	Big Mommas: Like Father, Like Son	32000000.0	37915414.0	82332450.0	PG-13	Comedy
1216	Alive	32000000.0	36299670.0	36299670.0	R	Drama
1217	Dreamer: Inspired by a True Story	32000000.0	33022286.0	39498360.0	PG	Drama
1218	A History of Violence	32000000.0	31493782.0	61477797.0	R	Drama
1219	The Incredible Burt Wonderstone	32000000.0	22537881.0	27392609.0	PG-13	Comedy
1220	Repo Men	32000000.0	13942007.0	18195238.0	R	Action
1221	Dragon Wars: D-War	32000000.0	10977721.0	79915361.0	PG-13	Action
1222	Bogus	32000000.0	4357406.0	4357406.0	PG	Comedy
1223	Cradle Will Rock	32000000.0	2899970.0	2899970.0	R	Drama
1224	The Good German	32000000.0	1308696.0	6678033.0	R	Drama
1225	Apocalypse Now	31500000.0	78800000.0	81250485.0	R	Action
1226	Criminal	31500000.0	14708696.0	38771262.0	R	Action
1227	Flight	31000000.0	93772375.0	160558438.0	R	Drama
1228	Mr. Holland’s Opus	31000000.0	82582604.0	106282604.0	PG	Drama
1229	Out of Africa	31000000.0	79096868.0	258210860.0	PG	Drama
1230	Moonraker	31000000.0	70300000.0	210300000.0	PG	Action
1231	The Grand Budapest Hotel	31000000.0	59076019.0	164180547.0	R	Comedy
1232	Vacation	31000000.0	58884188.0	101627989.0	R	Comedy
1233	Frequency	31000000.0	44983704.0	68079671.0	PG-13	Drama
1234	Hearts in Atlantis	31000000.0	24185781.0	30885781.0	PG-13	Drama
1235	Extraordinary Measures	31000000.0	12482741.0	15826984.0	PG	Drama
1236	Birth of the Dragon	31000000.0	6901965.0	7220514.0	PG-13	Action
1237	Get Shorty	30250000.0	72021008.0	115021008.0	R	Comedy
1238	Ghostbusters	30000000.0	242212467.0	295212467.0	PG	Adventure
1239	Toy Story	30000000.0	191796233.0	364545516.0	G	Adventure
1240	Big Daddy	30000000.0	163479795.0	228641283.0	PG-13	Comedy
1241	American Pie 2	30000000.0	145096820.0	286500000.0	R	Comedy
1242	The Vow	30000000.0	125014030.0	197618160.0	PG-13	Drama
1243	Speed	30000000.0	121248145.0	283200000.0	R	Action
1244	Lee Daniels' The Butler	30000000.0	116632095.0	177025498.0	PG-13	Drama
1245	Remember the Titans	30000000.0	115654751.0	136706683.0	PG	Drama
1246	Dodgeball: A True Underdog Story	30000000.0	114326736.0	167791704.0	PG-13	Comedy
1247	Ace Ventura: When Nature Calls	30000000.0	108360063.0	212400000.0	PG-13	Comedy
1248	The Princess Diaries	30000000.0	108244774.0	165334774.0	G	Comedy
1249	Analyze This	30000000.0	106885658.0	176885658.0	R	Comedy
1250	The First Wives Club	30000000.0	105489203.0	181489203.0	PG	Comedy
1251	Million Dollar Baby	30000000.0	100492203.0	231928227.0	PG-13	Drama
1252	Mystic River	30000000.0	90135191.0	156822020.0	R	Drama
1253	Sisters	30000000.0	87044645.0	106030660.0	R	Comedy
1254	Pokemon: The First Movie	30000000.0	85744662.0	163644662.0	G	Adventure
1255	SpongeBob SquarePants: The Movie	30000000.0	85416609.0	142051255.0	PG	Adventure
1256	Up in the Air	30000000.0	83823381.0	166842739.0	R	Drama
1257	The Notebook	30000000.0	81001787.0	116025023.0	PG-13	Drama
1258	Hannah Montana the Movie	30000000.0	79576189.0	169173206.0	G	Drama
1259	Rugrats in Paris	30000000.0	76501438.0	103284813.0	G	Adventure
1260	The Hitman’s Bodyguard	30000000.0	75468583.0	172779292.0	R	Action
1261	The Prince of Tides	30000000.0	74787599.0	74787599.0	R	Drama
1262	Four Brothers	30000000.0	74494381.0	92494381.0	R	Drama
1263	Legends of the Fall	30000000.0	66502573.0	160502573.0	R	Drama
1264	Looper	30000000.0	66486205.0	170466405.0	R	Action
1265	About Schmidt	30000000.0	65005217.0	107054484.0	R	Drama
1266	The Nut Job	30000000.0	64251538.0	122529966.0	PG	Adventure
1267	Down to Earth	30000000.0	64172251.0	71172251.0	PG-13	Comedy
1268	Babe	30000000.0	63658910.0	246100000.0	G	Adventure
1269	Forgetting Sarah Marshall	30000000.0	63172463.0	105173042.0	R	Comedy
1270	Friday Night Lights	30000000.0	61255921.0	61950770.0	PG-13	Drama
1271	Harlem Nights	30000000.0	60857262.0	95857262.0	R	Comedy
1272	Baby Mama	30000000.0	60494212.0	64170447.0	PG-13	Comedy
1273	Hope Floats	30000000.0	60110313.0	81529000.0	PG-13	Drama
1274	Bride Wars	30000000.0	58715510.0	115150424.0	PG	Comedy
1275	Without a Paddle	30000000.0	58156435.0	65121280.0	PG-13	Comedy
1276	Darkest Hour	30000000.0	56443120.0	150355828.0	PG-13	Drama
1277	Corpse Bride	30000000.0	53359111.0	114770654.0	PG	Adventure
1278	Letters to Juliet	30000000.0	53032453.0	82148538.0	PG	Drama
1279	Blow	30000000.0	52990775.0	83282296.0	R	Drama
1280	Message in a Bottle	30000000.0	52880016.0	52880016.0	PG-13	Drama
1281	Life of the Party	30000000.0	52856061.0	65556061.0	PG-13	Comedy
1282	Southpaw	30000000.0	52421953.0	94207861.0	R	Drama
1283	Star Trek V: The Final Frontier	30000000.0	52210049.0	70200000.0	PG	Action
1284	Like Mike	30000000.0	51432423.0	62432423.0	PG	Adventure
1285	Naked Gun 33 1/3: The Final Insult	30000000.0	51041856.0	51041856.0	PG-13	Comedy
1286	Atonement	30000000.0	50980159.0	129779728.0	R	Drama
1287	A View to a Kill	30000000.0	50327960.0	152627960.0	PG	Action
1288	Racing Stripes	30000000.0	49772522.0	89955540.0	PG	Adventure
1289	Den of Thieves	30000000.0	44947622.0	79424321.0	R	Action
1290	The Three Stooges	30000000.0	44338224.0	54052249.0	PG	Adventure
1291	Pokemon 2000	30000000.0	43746923.0	133946923.0	G	Adventure
1292	John Wick	30000000.0	43037835.0	76235001.0	R	Action
1293	Glory Road	30000000.0	42647449.0	42799060.0	PG	Drama
1294	The Age of Adaline	30000000.0	42629776.0	69057415.0	PG-13	Drama
1295	Step Up 3D	30000000.0	42400223.0	165889117.0	PG-13	Drama
1296	Drag Me To Hell	30000000.0	42100625.0	91388487.0	PG-13	Horror
1297	Secondhand Lions	30000000.0	42070939.0	47902566.0	PG	Drama
1298	Stranger Than Fiction	30000000.0	40435190.0	53572822.0	PG-13	Comedy
1299	Hanna	30000000.0	40259119.0	65343694.0	PG-13	Drama
1300	Blue Crush	30000000.0	40118420.0	51618420.0	PG-13	Drama
1301	30 Days of Night	30000000.0	39568996.0	80276156.0	R	Horror
1302	Gridiron Gang	30000000.0	38432823.0	41457834.0	PG-13	Drama
1303	Midnight Run	30000000.0	38413606.0	81613606.0	R	Action
1304	Meet the Spartans	30000000.0	38233676.0	84646831.0	PG-13	Comedy
1305	The Running Man	30000000.0	38122000.0	38122000.0	R	Action
1306	The 15:17 to Paris	30000000.0	36250957.0	56070897.0	PG-13	Drama
1307	Mortal Kombat: Annihilation	30000000.0	35927406.0	51327406.0	PG-13	Action
1308	Take the Lead	30000000.0	34742066.0	65390493.0	PG-13	Drama
1309	Love and Other Drugs	30000000.0	32367005.0	102716321.0	R	Drama
1310	Entourage	30000000.0	32363404.0	46362449.0	R	Comedy
1311	What's the Worst That Could Happen?	30000000.0	32267774.0	38462071.0	PG-13	Comedy
1312	Deliver Us from Evil	30000000.0	30577122.0	87956618.0	R	Horror
1313	Get on Up	30000000.0	30569935.0	33339868.0	PG-13	Drama
1314	Winnie the Pooh	30000000.0	26692846.0	50145607.0	G	Adventure
1315	Bulworth	30000000.0	26528684.0	29203383.0	R	Comedy
1316	Virtuosity	30000000.0	23998226.0	23998226.0	R	Action
1317	White Boy Rick	30000000.0	23851700.0	23851700.0	R	Drama
1318	One True Thing	30000000.0	23337196.0	26708196.0	R	Drama
1319	Sanctum	30000000.0	23209310.0	104283753.0	R	Adventure
1320	My Super Ex-Girlfriend	30000000.0	22530295.0	60772856.0	PG-13	Comedy
1321	Ballerina	30000000.0	21858070.0	96908157.0	PG	Adventure
1322	Mr. 3000	30000000.0	21800302.0	21827296.0	PG-13	Comedy
1323	Assault On Precinct 13	30000000.0	20040895.0	36040895.0	R	Action
1324	The Replacement Killers	30000000.0	19035741.0	19035741.0	R	Action
1325	Ultraviolet	30000000.0	18522064.0	30962112.0	PG-13	Action
1326	North Country	30000000.0	18324242.0	23676771.0	R	Drama
1327	Steve Jobs	30000000.0	17766658.0	35579007.0	R	Drama
1328	Eight Legged Freaks	30000000.0	17266505.0	36722311.0	PG-13	Comedy
1329	Fled	30000000.0	17192205.0	19892205.0	R	Action
1330	Splice	30000000.0	17010170.0	28542494.0	R	Horror
1331	The Whole Ten Yards	30000000.0	16323969.0	26323969.0	PG-13	Comedy
1332	Howard the Duck	30000000.0	16295774.0	16295774.0	nan	Action
1333	Pride and Glory	30000000.0	15740721.0	43440721.0	R	Drama
1334	The Cave	30000000.0	15007991.0	27147991.0	PG-13	Horror
1335	Alex & Emma	30000000.0	14208384.0	15358583.0	PG-13	Drama
1336	The New World	30000000.0	12712093.0	26184400.0	PG-13	Adventure
1337	Evening	30000000.0	12406646.0	12885574.0	PG-13	Drama
1338	The Last Stand	30000000.0	12050299.0	48330757.0	R	Action
1339	In Dreams	30000000.0	12017369.0	12017369.0	R	Horror
1340	Wing Commander	30000000.0	11578022.0	11578022.0	PG-13	Action
1341	Hoodwinked Too: Hood vs. Evil	30000000.0	10143779.0	23353111.0	PG	Adventure
1342	Dragonball Evolution	30000000.0	9362785.0	58228460.0	PG	Adventure
1343	An Unfinished Life	30000000.0	8535575.0	18535575.0	PG-13	Drama
1344	The Space Between Us	30000000.0	7885294.0	16481405.0	PG-13	Drama
1345	The Imaginarium of Doctor Parnassus	30000000.0	7689607.0	64352607.0	PG-13	Adventure
1346	Barney's Version	30000000.0	7502560.0	8845575.0	R	Drama
1347	Once Upon a Time in America	30000000.0	5321508.0	5575648.0	R	Drama
1348	Gloria	30000000.0	4167493.0	4967493.0	R	Drama
1349	The Merchant of Venice	30000000.0	3765585.0	18765585.0	R	Drama
1350	The Good Thief	30000000.0	3517797.0	6460758.0	R	Drama
1351	Supercross	30000000.0	3102550.0	3252550.0	PG-13	Action
1352	Miss Potter	30000000.0	3005605.0	35891257.0	PG	Drama
1353	Wu ji	30000000.0	669625.0	35869934.0	PG-13	Action
1354	Machine Gun Preacher	30000000.0	538690.0	3721988.0	R	Drama
1355	Bilal: A New Breed of Hero	30000000.0	490973.0	648599.0	PG-13	Adventure
1356	DOA: Dead or Alive	30000000.0	480314.0	7755686.0	PG-13	Action
1357	Xinhai geming	30000000.0	135739.0	8593154.0	R	Drama
1358	Wild Card	30000000.0	3200.0	3989464.0	R	Action
1359	Goodbye Bafana	30000000.0	0.0	2717302.0	nan	Drama
1360	Collide	29200000.0	2280004.0	5466631.0	PG-13	Action
1361	Pitch Perfect 2	29000000.0	184296230.0	287641616.0	PG-13	Comedy
1362	Walk the Line	29000000.0	119519402.0	187707495.0	PG-13	Drama
1363	Night School	29000000.0	66906825.0	84406825.0	PG-13	Comedy
1364	The Boss	29000000.0	63077560.0	78652395.0	R	Comedy
1365	Twelve Monkeys	29000000.0	57141459.0	168841459.0	R	Drama
1366	Once Upon a Time in Mexico	29000000.0	56330657.0	97413527.0	R	Action
1367	Logan Lucky	29000000.0	27778642.0	43886147.0	PG-13	Comedy
1368	Florence Foster Jenkins	29000000.0	27383770.0	56017691.0	PG-13	Drama
1369	The Borrowers	29000000.0	22619589.0	54045832.0	PG	Adventure
1370	Frost/Nixon	29000000.0	18622031.0	28452945.0	R	Drama
1371	Seed of Chucky	29000000.0	17016190.0	24716190.0	R	Horror
1372	Confessions of a Dangerous Mind	29000000.0	16007718.0	33013805.0	R	Drama
1373	Taking Woodstock	29000000.0	7460204.0	10066366.0	R	Drama
1374	Cry Freedom	29000000.0	5899797.0	25899797.0	nan	Drama
1375	Mumford	28700000.0	4559569.0	4559569.0	R	Comedy
1376	Aladdin	28000000.0	217350219.0	504050219.0	G	Adventure
1377	Straight Outta Compton	28000000.0	161197785.0	202182981.0	R	Drama
1378	Girls Trip	28000000.0	115108515.0	140886353.0	R	Comedy
1379	The Rugrats Movie	28000000.0	100494685.0	140894685.0	G	Adventure
1380	Die Hard	28000000.0	81350242.0	139109346.0	R	Action
1381	A Bad Moms Christmas	28000000.0	72110659.0	127710659.0	R	Comedy
1382	Safe Haven	28000000.0	71399120.0	94050951.0	PG-13	Drama
1383	The Big Short	28000000.0	70259870.0	133162752.0	R	Drama
1384	Role Models	28000000.0	67300955.0	94500826.0	R	Comedy
1385	Miracle	28000000.0	64378093.0	64474705.0	PG	Drama
1386	Last Vegas	28000000.0	63914167.0	112914167.0	PG-13	Comedy
1387	For Your Eyes Only	28000000.0	54800000.0	195300000.0	PG	Action
1388	Tag	28000000.0	54547470.0	76844788.0	R	Comedy
1389	Zoolander	28000000.0	45172250.0	60780981.0	PG-13	Comedy
1390	Timecop	28000000.0	44853581.0	102053581.0	R	Action
1391	Hocus Pocus	28000000.0	39360491.0	39360491.0	PG	Comedy
1392	Pride & Prejudice	28000000.0	38372662.0	126549607.0	PG	Drama
1393	30 Minutes or Less	28000000.0	37053924.0	40966716.0	R	Comedy
1394	Dracula 2000	28000000.0	33000377.0	33000377.0	R	Horror
1395	Rob Roy	28000000.0	31390587.0	31390587.0	R	Drama
1396	Kick-Ass 2	28000000.0	28795985.0	63129909.0	R	Action
1397	We Own the Night	28000000.0	28563179.0	55307857.0	R	Drama
1398	A Walk Among the Tombstones	28000000.0	26017685.0	62108587.0	R	Action
1399	The Spy Next Door	28000000.0	24307106.0	46752858.0	PG	Adventure
1400	Brick Mansions	28000000.0	20396829.0	73421224.0	PG-13	Action
1401	Mystery, Alaska	28000000.0	8891623.0	8891623.0	R	Comedy
1402	John Carpenter's Ghosts of Mars	28000000.0	8434601.0	8434601.0	R	Action
1403	A Simple Wish	28000000.0	8165213.0	8165213.0	PG	Comedy
1404	Our Brand is Crisis	28000000.0	7002261.0	8592432.0	R	Drama
1405	Kundun	28000000.0	5686694.0	5686694.0	PG-13	Drama
1406	Octopussy	27500000.0	67900000.0	187500000.0	PG	Action
1407	My Sister's Keeper	27500000.0	49200230.0	96673002.0	PG-13	Drama
1408	Welcome Home Roscoe Jenkins	27500000.0	42436517.0	43607627.0	PG-13	Comedy
1409	A Passage to India	27500000.0	27187653.0	27187653.0	nan	Drama
1410	Notes on a Scandal	27500000.0	17510118.0	50578411.0	R	Drama
1411	The Jungle Book	27000000.0	44342956.0	44342956.0	PG	Adventure
1412	Spy Kids: All the Time in the World	27000000.0	38536376.0	80681183.0	PG	Adventure
1413	The Right Stuff	27000000.0	21500000.0	21500000.0	nan	Action
1414	Die Unendliche Geschichte	27000000.0	21300000.0	21300000.0	nan	Adventure
1415	The Duchess	27000000.0	13848978.0	45160110.0	PG-13	Drama
1416	Case 39	27000000.0	13261851.0	28773827.0	R	Horror
1417	The Honeymooners	27000000.0	12834849.0	13174426.0	PG-13	Comedy
1418	Return to Oz	27000000.0	10618813.0	10618813.0	PG	Adventure
1419	The Newton Boys	27000000.0	10341093.0	10341093.0	PG-13	Drama
1420	Martian Child	27000000.0	7500310.0	9352089.0	PG	Drama
1421	Formula 51	27000000.0	5204007.0	5204007.0	R	Action
1422	Flawless	27000000.0	4485485.0	4485485.0	R	Drama
1423	What Just Happened	27000000.0	1090947.0	2412123.0	R	Comedy
1424	Paul Blart: Mall Cop	26000000.0	146336178.0	185904750.0	PG	Adventure
1425	The 40 Year-old Virgin	26000000.0	109449237.0	177344230.0	R	Comedy
1426	Kindergarten Cop	26000000.0	91457688.0	202000000.0	PG-13	Comedy
1427	Pineapple Express	26000000.0	87341380.0	102404019.0	R	Comedy
1428	Philadelphia	26000000.0	77324422.0	201324422.0	PG-13	Drama
1429	Ever After: A Cinderella Story	26000000.0	65705772.0	65705772.0	PG	Drama
1430	A Bridge Too Far	26000000.0	50800000.0	50800000.0	PG	Action
1431	Pain & Gain	26000000.0	49875291.0	81275291.0	R	Action
1432	Final Destination 2	26000000.0	46896664.0	90396664.0	R	Horror
1433	O Brother, Where Art Thou?	26000000.0	45506619.0	75763814.0	PG-13	Comedy
1434	In Good Company	26000000.0	45489752.0	63489752.0	PG-13	Comedy
1435	Lawless	26000000.0	37397291.0	54393637.0	R	Drama
1436	Clockstoppers	26000000.0	36985501.0	38788828.0	PG	Adventure
1437	Brothers	26000000.0	28544157.0	45043870.0	R	Drama
1438	The Best of Me	26000000.0	26766213.0	41059418.0	PG-13	Drama
1439	Welcome to Mooseport	26000000.0	14469428.0	14469428.0	PG-13	Comedy
1440	Highlander: The Final Dimension	26000000.0	13738574.0	13738574.0	PG-13	Action
1441	The Curse of the Jade Scorpion	26000000.0	7496522.0	18496522.0	PG-13	Comedy
1442	The Fifth Estate	26000000.0	3254172.0	6154172.0	R	Drama
1443	Blood Ties	26000000.0	42472.0	2923959.0	R	Drama
1444	The Grimm Brothers' Snow White	26000000.0	5000.0	5000.0	PG-13	Horror
1445	Accidental Love	26000000.0	0.0	135436.0	PG-13	Comedy
1446	Flipper	25530000.0	20080020.0	30593313.0	PG	Adventure
1447	The Constant Gardener	25500000.0	33579798.0	86301599.0	R	Drama
1448	W.	25100000.0	25534493.0	28575778.0	PG-13	Drama
1449	The Passion of the Christ	25000000.0	370782930.0	622341924.0	R	Drama
1450	Mrs. Doubtfire	25000000.0	219195051.0	441286003.0	PG-13	Comedy
1451	Rain Man	25000000.0	172825435.0	412800000.0	R	Comedy
1452	The Help	25000000.0	169705587.0	213120004.0	PG-13	Drama
1453	Hidden Figures	25000000.0	169607287.0	231771716.0	PG	Drama
1454	Gran Torino	25000000.0	148095302.0	274543085.0	R	Drama
1455	Ride Along	25000000.0	134202565.0	153733800.0	PG-13	Comedy
1456	Schindler’s List	25000000.0	96067179.0	321365567.0	R	Drama
1457	Scooby-Doo 2: Monsters Unleashed	25000000.0	84185387.0	181185387.0	PG	Adventure
1458	Freddy vs. Jason	25000000.0	82622655.0	114576403.0	R	Horror
1459	Bridge to Terabithia	25000000.0	82234139.0	137984788.0	PG	Drama
1460	Jimmy Neutron: Boy Genius	25000000.0	80936232.0	102992536.0	G	Adventure
1461	Cloverfield	25000000.0	80048433.0	171302226.0	PG-13	Action
1462	Dear John	25000000.0	80014842.0	142033509.0	PG-13	Drama
1463	Parental Guidance	25000000.0	77267296.0	120832383.0	PG	Adventure
1464	The Untouchables	25000000.0	76270454.0	76270454.0	R	Action
1465	No Country for Old Men	25000000.0	74273505.0	164035753.0	R	Action
1466	Contraband	25000000.0	66528000.0	98406855.0	R	Action
1467	A Dog’s Purpose	25000000.0	64321890.0	203731707.0	PG	Drama
1468	The Lucky One	25000000.0	60457138.0	96633833.0	PG-13	Drama
1469	Romeo Must Die	25000000.0	55973336.0	91036760.0	R	Action
1470	Final Destination 3	25000000.0	54098051.0	112798051.0	R	Horror
1471	Madea's Big Happy Family	25000000.0	53345287.0	54160818.0	PG-13	Drama
1472	Tyler Perry's A Madea Christmas	25000000.0	52543354.0	52543354.0	PG-13	Comedy
1473	Finding Neverland	25000000.0	51676606.0	115036108.0	PG	Drama
1474	Cobra	25000000.0	49042224.0	49042224.0	R	Action
1475	The House Bunny	25000000.0	48237389.0	71390601.0	PG-13	Comedy
1476	Agent Cody Banks	25000000.0	47545060.0	58240458.0	PG	Adventure
1477	Nanny McPhee	25000000.0	47279279.0	128745578.0	PG	Adventure
1478	Goodfellas	25000000.0	46743809.0	46777347.0	R	Drama
1479	The Giver	25000000.0	45090374.0	55090374.0	PG-13	Drama
1480	Nothing To Lose	25000000.0	44480039.0	64594061.0	R	Comedy
1481	The Last Emperor	25000000.0	43984987.0	44005073.0	PG-13	Drama
1482	The Night Before	25000000.0	43035725.0	52427346.0	R	Comedy
1483	The Beverly Hillbillies	25000000.0	42222647.0	55598481.0	PG	Comedy
1484	The Hours	25000000.0	41675994.0	97030468.0	PG-13	Drama
1485	Money Talks	25000000.0	41076865.0	41076865.0	R	Action
1486	There Will Be Blood	25000000.0	40222514.0	77208711.0	R	Drama
1487	The Wild Thornberrys Movie	25000000.0	40108697.0	60694737.0	PG	Adventure
1488	Rugrats Go Wild	25000000.0	39402572.0	55443032.0	PG	Adventure
1489	Undercover Brother	25000000.0	38230435.0	40796145.0	PG-13	Comedy
1490	Kiss of the Dragon	25000000.0	36833473.0	36833473.0	R	Action
1491	Million Dollar Arm	25000000.0	36447959.0	39217912.0	PG	Drama
1492	Beauty Shop	25000000.0	36351350.0	38351350.0	PG-13	Comedy
